application_id,officer_id,loan_type_id,submission_date,submission_date_id,end_date,loan_amount,interest_rate,credit_score,applicant_age,applicant_income,num_dependents,outcome,total_processing_days,submission_stage_days,doc_verification_days,credit_check_days,underwriting_days,approval_days,disbursement_days,is_month_end_application,is_anomaly,region,loan_type,date_id,full_date,year,quarter,month,month_name,week,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end
APP00107,OFF009,LT05,2022-02-25,20220225,2022-04-08,829000,8.38,720,52,265000,1,Approved,42.03,5.13,7.53,6.82,10.33,6.19,6.03,True,False,South,Education Loan,20220225,2022-02-25,2022,1,2,February,8,4,Friday,False,False,False
APP00108,OFF038,LT05,2022-02-25,20220225,2022-04-07,752000,9.55,589,61,1095000,4,Approved,41.09,4.93,7.5,6.33,9.94,5.63,6.76,True,False,East,Education Loan,20220225,2022-02-25,2022,1,2,February,8,4,Friday,False,False,False
APP00109,OFF028,LT02,2024-08-03,20240803,2024-09-12,8522000,8.71,722,36,1956000,2,Approved,40.41,4.88,7.58,6.29,9.64,5.97,6.05,False,False,South,Home Loan,20240803,2024-08-03,2024,3,8,August,31,5,Saturday,True,False,False
APP00110,OFF017,LT04,2023-11-02,20231102,2023-12-17,4121000,13.44,685,37,323000,0,Approved,45.55,5.75,8.95,7.02,10.2,7.27,6.36,False,False,North,Business Loan,20231102,2023-11-02,2023,4,11,November,44,3,Thursday,False,False,False
APP00111,OFF021,LT03,2024-02-16,20240216,,246000,9.32,583,48,1370000,0,In Progress,16.17,1.98,3.3,2.01,4.55,1.69,2.64,False,False,East,Auto Loan,20240216,2024-02-16,2024,1,2,February,7,4,Friday,False,False,False
APP00112,OFF027,LT03,2022-06-17,20220617,2022-07-12,139000,9.3,623,51,312000,2,Withdrawn,25.47,2.88,4.65,3.76,6.85,3.66,3.67,False,False,West,Auto Loan,20220617,2022-06-17,2022,2,6,June,24,4,Friday,False,False,False
APP00113,OFF048,LT05,2022-04-17,20220417,2022-05-18,1994000,10.66,570,37,945000,3,Withdrawn,31.61,3.19,6.02,4.85,8.52,4.39,4.64,False,False,North,Education Loan,20220417,2022-04-17,2022,2,4,April,15,6,Sunday,True,False,False
APP00114,OFF023,LT02,2022-05-21,20220521,2022-07-02,7349000,7.91,616,44,587000,0,Withdrawn,42.6,5.26,7.68,6.45,9.94,6.5,6.77,False,False,South,Home Loan,20220521,2022-05-21,2022,2,5,May,20,5,Saturday,True,False,False
APP00115,OFF042,LT01,2022-03-05,20220305,,159000,12.47,666,37,910000,2,In Progress,21,2.11,4,2.62,6.23,2.85,3.19,False,False,East,Personal Loan,20220305,2022-03-05,2022,1,3,March,9,5,Saturday,True,False,False
APP00116,OFF013,LT01,2022-11-09,20221109,,403000,13.41,753,50,1811000,2,In Progress,20.94,2.85,4.24,2.78,4.98,3,3.09,False,False,East,Personal Loan,20221109,2022-11-09,2022,4,11,November,45,2,Wednesday,False,False,False
APP00117,OFF031,LT01,2023-03-23,20230323,2023-04-19,326000,11.75,650,24,222000,4,Approved,27.68,2.7,5.12,4.1,7.65,4.01,4.1,False,False,South,Personal Loan,20230323,2023-03-23,2023,1,3,March,12,3,Thursday,False,False,False
APP00118,OFF017,LT03,2022-12-10,20221210,2023-01-04,1119000,9.3,645,50,1576000,1,Approved,25.56,2.74,4.54,3.36,7.19,4.11,3.62,False,False,North,Auto Loan,20221210,2022-12-10,2022,4,12,December,49,5,Saturday,True,False,False
APP00119,OFF048,LT01,2022-12-02,20221202,2022-12-24,59000,13.82,716,22,1943000,3,Approved,22.32,2.68,4.55,2.95,5.68,3.41,3.05,False,False,North,Personal Loan,20221202,2022-12-02,2022,4,12,December,48,4,Friday,False,False,False
APP00120,OFF007,LT05,2022-02-22,20220222,,621000,9.01,708,61,604000,1,In Progress,36.48,4.7,6.8,5.75,8.9,5.38,4.95,False,False,South,Education Loan,20220222,2022-02-22,2022,1,2,February,8,1,Tuesday,False,False,False
APP00121,OFF037,LT04,2024-03-23,20240323,2024-05-09,2189000,14.94,748,58,1724000,4,Approved,47.94,6.45,8.61,7.28,10.75,7.48,7.37,False,False,West,Business Loan,20240323,2024-03-23,2024,1,3,March,12,5,Saturday,True,False,False
APP00122,OFF013,LT01,2023-05-13,20230513,2023-05-31,164000,13.14,720,64,1887000,0,Withdrawn,18.94,1.89,3.81,2.72,5.09,2.98,2.45,False,False,East,Personal Loan,20230513,2023-05-13,2023,2,5,May,19,5,Saturday,True,False,False
APP00123,OFF050,LT03,2022-09-05,20220905,2022-09-29,289000,10.63,699,34,1217000,2,Approved,24.85,2.8,4.77,3.58,6.19,3.72,3.79,False,False,Central,Auto Loan,20220905,2022-09-05,2022,3,9,September,36,0,Monday,False,False,False
APP00124,OFF037,LT01,2023-12-13,20231213,2024-01-17,443000,14.48,605,25,923000,3,Rejected,35.39,4.61,6.2,5.25,8.87,5.1,5.36,False,False,West,Personal Loan,20231213,2023-12-13,2023,4,12,December,50,2,Wednesday,False,False,False
APP00125,OFF043,LT03,2022-05-22,20220522,2022-06-16,346000,9.02,617,63,862000,1,Rejected,25.55,2.81,5.1,3.47,6.4,3.71,4.06,False,False,North,Auto Loan,20220522,2022-05-22,2022,2,5,May,20,6,Sunday,True,False,False
APP00126,OFF022,LT01,2024-05-10,20240510,2024-06-05,117000,12.74,796,51,206000,2,Approved,26.07,3.19,4.75,3.37,7.17,4.1,3.49,False,False,North,Personal Loan,20240510,2024-05-10,2024,2,5,May,19,4,Friday,False,False,False
APP00127,OFF007,LT04,2024-01-12,20240112,2024-03-01,1810000,14.68,844,50,1649000,1,Withdrawn,49.49,6.51,8.55,8.29,11.06,7.66,7.42,False,False,South,Business Loan,20240112,2024-01-12,2024,1,1,January,2,4,Friday,False,False,False
APP00128,OFF030,LT02,2024-06-10,20240610,2024-07-27,8259000,7.94,744,35,981000,0,Approved,47.89,6.33,8.95,7.1,11.55,7.5,6.46,False,False,South,Home Loan,20240610,2024-06-10,2024,2,6,June,24,0,Monday,False,False,False
APP00129,OFF034,LT03,2024-09-17,20240917,2024-10-06,370000,10.23,650,46,1258000,0,Rejected,19.94,2.09,3.83,3.4,4.96,2.74,2.92,False,False,West,Auto Loan,20240917,2024-09-17,2024,3,9,September,38,1,Tuesday,False,False,False
APP00130,OFF047,LT05,2023-07-04,20230704,2023-07-30,756000,10.53,664,29,1645000,2,Approved,26.52,3.4,4.67,4.18,6.01,4,4.26,False,False,East,Education Loan,20230704,2023-07-04,2023,3,7,July,27,1,Tuesday,False,False,False
APP00131,OFF016,LT01,2023-07-26,20230726,2023-09-01,110000,13.33,711,49,1922000,0,Approved,37.55,4.07,7.33,5.93,9.38,5.26,5.58,True,False,East,Personal Loan,20230726,2023-07-26,2023,3,7,July,30,2,Wednesday,False,False,False
APP00132,OFF016,LT04,2024-02-16,20240216,2024-03-22,332000,14.35,615,55,318000,2,Approved,35.07,4.47,6.06,5.24,7.95,5.59,5.76,False,False,East,Business Loan,20240216,2024-02-16,2024,1,2,February,7,4,Friday,False,False,False
APP00133,OFF032,LT03,2023-01-08,20230108,2023-02-02,99000,11.81,671,32,1515000,4,Approved,25.86,1.98,5.14,4.02,6.96,3.81,3.95,False,False,West,Auto Loan,20230108,2023-01-08,2023,1,1,January,1,6,Sunday,True,False,False
APP00134,OFF023,LT03,2023-11-29,20231129,2024-01-07,999000,9.45,654,30,652000,3,Approved,39.89,3.97,7.07,6.54,10.82,5.92,5.57,True,False,South,Auto Loan,20231129,2023-11-29,2023,4,11,November,48,2,Wednesday,False,False,False
APP00135,OFF039,LT03,2022-01-21,20220121,2022-02-12,864000,10.45,714,41,941000,2,Approved,22.45,2.21,4.19,3.34,6.53,3.2,2.98,False,False,Central,Auto Loan,20220121,2022-01-21,2022,1,1,January,3,4,Friday,False,False,False
APP00136,OFF013,LT01,2023-05-10,20230510,2023-05-30,295000,12.28,728,28,794000,3,Approved,20.26,2.49,4.11,2.97,4.98,2.94,2.77,False,False,East,Personal Loan,20230510,2023-05-10,2023,2,5,May,19,2,Wednesday,False,False,False
APP00137,OFF032,LT05,2023-05-08,20230508,2023-06-13,1063000,10.73,665,25,1382000,3,Approved,36.87,4.21,6.93,5.64,9.23,5.53,5.33,False,False,West,Education Loan,20230508,2023-05-08,2023,2,5,May,19,0,Monday,False,False,False
APP00138,OFF042,LT04,2024-07-06,20240706,2024-08-10,1933000,14.19,722,61,1159000,0,Withdrawn,35.63,5.45,5.57,5.37,7.86,5.72,5.66,False,False,East,Business Loan,20240706,2024-07-06,2024,3,7,July,27,5,Saturday,True,False,False
APP00139,OFF006,LT03,2023-03-30,20230330,2023-05-16,1200000,9.25,695,43,1941000,1,Approved,47.71,4.88,8.84,6.68,13.07,7.59,6.65,True,False,Central,Auto Loan,20230330,2023-03-30,2023,1,3,March,13,3,Thursday,False,False,False
APP00140,OFF016,LT03,2024-01-26,20240126,2024-03-08,1018000,11.67,697,24,1517000,0,Rejected,42.92,4.53,7.67,6.17,11.61,6.16,6.78,True,False,East,Auto Loan,20240126,2024-01-26,2024,1,1,January,4,4,Friday,False,False,False
APP00141,OFF034,LT03,2024-05-21,20240521,2024-06-13,1294000,10.07,783,35,513000,2,Withdrawn,23.16,2.92,4.39,3.24,5.6,3.28,3.73,False,False,West,Auto Loan,20240521,2024-05-21,2024,2,5,May,21,1,Tuesday,False,False,False
APP00142,OFF036,LT03,2023-12-22,20231222,2024-01-14,1248000,10.86,780,36,1715000,2,Approved,23.43,2.53,4.39,3.42,6.38,2.94,3.77,False,False,West,Auto Loan,20231222,2023-12-22,2023,4,12,December,51,4,Friday,False,False,False
APP00143,OFF018,LT03,2023-05-30,20230530,2023-07-10,970000,9.68,639,49,1449000,2,Approved,41.06,3.93,8.07,5.86,11.2,6.08,5.92,True,False,North,Auto Loan,20230530,2023-05-30,2023,2,5,May,22,1,Tuesday,False,False,False
APP00144,OFF047,LT02,2023-10-09,20231009,2023-11-09,3088000,8.28,768,60,1407000,2,Approved,31.89,4.11,5.75,4.79,7.43,4.88,4.93,False,False,East,Home Loan,20231009,2023-10-09,2023,4,10,October,41,0,Monday,False,False,False
APP00145,OFF035,LT02,2023-01-28,20230128,2023-03-05,4498000,7.63,706,33,1745000,1,Approved,36.24,4.56,6.86,5.6,8.51,5.47,5.24,True,False,North,Home Loan,20230128,2023-01-28,2023,1,1,January,4,5,Saturday,True,False,False
APP00146,OFF031,LT03,2023-08-03,20230803,2023-08-29,1371000,10.62,628,25,635000,0,Withdrawn,26.41,2.77,5.15,3.64,7.26,3.69,3.9,False,False,South,Auto Loan,20230803,2023-08-03,2023,3,8,August,31,3,Thursday,False,False,False
APP00147,OFF013,LT03,2023-04-11,20230411,2023-04-28,730000,10.78,671,55,262000,2,Approved,17.48,1.32,3.47,2.83,4.42,2.65,2.79,False,False,East,Auto Loan,20230411,2023-04-11,2023,2,4,April,15,1,Tuesday,False,False,False
APP00148,OFF020,LT01,2022-09-17,20220917,,498000,13.99,731,59,1229000,2,In Progress,28.15,3.05,4.94,4.14,7.33,4.48,4.21,False,False,East,Personal Loan,20220917,2022-09-17,2022,3,9,September,37,5,Saturday,True,False,False
APP00149,OFF004,LT05,2023-08-22,20230822,2023-09-22,889000,9.89,811,31,1122000,0,Approved,31.34,3.99,5.46,4.82,7.66,5.19,4.22,False,False,West,Education Loan,20230822,2023-08-22,2023,3,8,August,34,1,Tuesday,False,False,False
APP00150,OFF009,LT04,2022-07-30,20220730,2022-09-30,2464000,13.76,695,36,1050000,0,Rejected,62.23,8.27,11.01,9.68,13.92,10.02,9.33,True,False,South,Business Loan,20220730,2022-07-30,2022,3,7,July,30,5,Saturday,True,False,False
APP00151,OFF037,LT03,2024-08-19,20240819,2024-09-12,253000,9.02,766,46,1123000,1,Approved,24.37,2.23,4.75,3.26,7.12,3.74,3.27,False,False,West,Auto Loan,20240819,2024-08-19,2024,3,8,August,34,0,Monday,False,False,False
APP00152,OFF022,LT02,2022-04-16,20220416,2022-05-28,9321000,8.98,681,51,1987000,0,Approved,42.65,5.2,7.83,6.34,10.06,6.33,6.89,False,False,North,Home Loan,20220416,2022-04-16,2022,2,4,April,15,5,Saturday,True,False,False
APP00153,OFF031,LT01,2022-05-14,20220514,2022-06-07,174000,13.97,691,51,406000,1,Approved,24.42,2.28,4.23,3.85,6.74,3.29,4.03,False,False,South,Personal Loan,20220514,2022-05-14,2022,2,5,May,19,5,Saturday,True,False,False
APP00154,OFF005,LT05,2022-04-20,20220420,2022-05-21,940000,10.83,627,50,1422000,1,Approved,31.14,3.52,5.76,4.47,7.9,4.79,4.7,False,False,North,Education Loan,20220420,2022-04-20,2022,2,4,April,16,2,Wednesday,False,False,False
APP00155,OFF037,LT03,2022-06-24,20220624,2022-07-23,911000,11.71,684,27,221000,1,Approved,29.21,3.2,5.44,4.46,7.84,3.99,4.28,False,False,West,Auto Loan,20220624,2022-06-24,2022,2,6,June,25,4,Friday,False,False,False
APP00156,OFF008,LT05,2024-05-02,20240502,2024-05-27,625000,9.96,610,58,1446000,1,Approved,25.61,2.79,4.57,3.91,6.51,3.57,4.26,False,False,West,Education Loan,20240502,2024-05-02,2024,2,5,May,18,3,Thursday,False,False,False
APP00157,OFF040,LT02,2024-02-19,20240219,2024-03-26,6746000,10.25,534,46,868000,2,Approved,36.57,4.8,6.29,5.91,8.42,5.58,5.57,False,False,North,Home Loan,20240219,2024-02-19,2024,1,2,February,8,0,Monday,False,False,False
APP00158,OFF029,LT03,2024-05-28,20240528,2024-07-08,1048000,10.91,667,35,329000,1,Approved,41.92,4.27,7.98,5.9,11.35,6.14,6.28,True,False,West,Auto Loan,20240528,2024-05-28,2024,2,5,May,22,1,Tuesday,False,False,False
APP00159,OFF040,LT01,2022-07-23,20220723,2022-08-16,190000,11.58,723,37,270000,0,Rejected,24.96,2.29,5.01,4.27,6.34,3.69,3.36,False,False,North,Personal Loan,20220723,2022-07-23,2022,3,7,July,29,5,Saturday,True,False,False
APP00160,OFF014,LT02,2023-06-26,20230626,2023-08-24,1642000,9.31,653,57,1971000,1,Approved,59.74,7.38,10.59,9.5,14.11,8.93,9.23,True,False,West,Home Loan,20230626,2023-06-26,2023,2,6,June,26,0,Monday,False,False,False
APP00161,OFF011,LT02,2022-12-22,20221222,2023-01-31,9613000,9.79,662,34,667000,0,Approved,40.77,4.62,7.01,5.86,9.65,6.74,6.89,False,False,East,Home Loan,20221222,2022-12-22,2022,4,12,December,51,3,Thursday,False,False,False
APP00162,OFF011,LT01,2024-04-16,20240416,2024-05-11,76000,12.97,606,38,1989000,3,Approved,25.13,3.12,3.99,3.89,6.1,3.74,4.29,False,False,East,Personal Loan,20240416,2024-04-16,2024,2,4,April,16,1,Tuesday,False,False,False
APP00163,OFF039,LT04,2023-08-20,20230820,2023-09-28,3136000,13.68,701,59,435000,3,Rejected,39.14,4.76,7.15,5.93,8.83,6.86,5.61,False,False,Central,Business Loan,20230820,2023-08-20,2023,3,8,August,33,6,Sunday,True,False,False
APP00164,OFF019,LT03,2024-07-18,20240718,2024-08-12,231000,10.77,675,37,714000,1,Withdrawn,25.13,3.04,4.7,3.4,6.64,3.5,3.85,False,False,West,Auto Loan,20240718,2024-07-18,2024,3,7,July,29,3,Thursday,False,False,False
APP00165,OFF015,LT03,2023-02-10,20230210,2023-03-09,1155000,11.48,713,63,561000,0,Approved,27.91,2.19,6.03,4.28,7.42,3.94,4.05,False,False,North,Auto Loan,20230210,2023-02-10,2023,1,2,February,6,4,Friday,False,False,False
APP00166,OFF035,LT02,2022-11-02,20221102,2022-12-01,8547000,9.56,648,52,1447000,0,Approved,29.52,4.14,5.51,3.63,7.17,4.57,4.5,False,False,North,Home Loan,20221102,2022-11-02,2022,4,11,November,44,2,Wednesday,False,False,False
APP00167,OFF010,LT01,2022-05-03,20220503,2022-05-23,185000,13.72,713,54,1385000,3,Approved,20.83,2.03,3.95,3.24,5.33,3.17,3.11,False,False,East,Personal Loan,20220503,2022-05-03,2022,2,5,May,18,1,Tuesday,False,False,False
APP00168,OFF020,LT05,2023-08-15,20230815,2023-09-12,1700000,9.05,668,25,1655000,4,Rejected,28.99,3.31,5.48,4.22,7.43,4.26,4.29,False,False,East,Education Loan,20230815,2023-08-15,2023,3,8,August,33,1,Tuesday,False,False,False
APP00169,OFF030,LT03,2024-04-04,20240404,,155000,9.15,667,33,618000,1,In Progress,26,2.17,4.99,3.83,6.87,4.03,4.11,False,False,South,Auto Loan,20240404,2024-04-04,2024,2,4,April,14,3,Thursday,False,False,False
APP00170,OFF033,LT05,2024-10-08,20241008,,1617000,10.94,580,47,844000,2,In Progress,38.88,4.38,7.47,5.85,9.77,5.31,6.1,False,False,South,Education Loan,20241008,2024-10-08,2024,4,10,October,41,1,Tuesday,False,False,False
APP00171,OFF039,LT01,2024-06-03,20240603,,105000,12.23,747,56,1195000,2,In Progress,22.52,1.6,4.23,3.88,6.22,3.4,3.19,False,False,Central,Personal Loan,20240603,2024-06-03,2024,2,6,June,23,0,Monday,False,False,False
APP00172,OFF039,LT03,2022-02-22,20220222,2022-03-12,257000,11.25,692,34,200000,2,Withdrawn,18.96,2.23,3.71,2.36,5.16,2.77,2.73,False,False,Central,Auto Loan,20220222,2022-02-22,2022,1,2,February,8,1,Tuesday,False,False,False
APP00173,OFF044,LT05,2022-02-12,20220212,2022-03-05,141000,9.08,738,34,1620000,3,Approved,21.21,2.42,4,3.48,5.13,3.04,3.14,False,False,Central,Education Loan,20220212,2022-02-12,2022,1,2,February,6,5,Saturday,True,False,False
APP00174,OFF044,LT03,2022-03-24,20220324,,679000,10.9,669,51,208000,0,In Progress,18.31,1.85,3.72,2.77,5.28,2.62,2.07,False,False,Central,Auto Loan,20220324,2022-03-24,2022,1,3,March,12,3,Thursday,False,False,False
APP00175,OFF012,LT04,2024-11-28,20241128,,3349000,14.08,680,40,1024000,1,In Progress,62.42,7.87,11.48,9.74,14.06,9.55,9.72,True,False,West,Business Loan,20241128,2024-11-28,2024,4,11,November,48,3,Thursday,False,False,False
APP00176,OFF018,LT02,2024-06-11,20240611,2024-07-13,3719000,10.14,848,30,1420000,2,Approved,32.47,4.19,6.17,4.81,7.46,5.05,4.79,False,False,North,Home Loan,20240611,2024-06-11,2024,2,6,June,24,1,Tuesday,False,False,False
APP00177,OFF032,LT01,2024-08-20,20240820,2024-09-21,183000,12.1,653,37,305000,0,Approved,32.62,3.92,6.14,5.04,7.85,5.18,4.49,False,False,West,Personal Loan,20240820,2024-08-20,2024,3,8,August,34,1,Tuesday,False,False,False
APP00178,OFF022,LT03,2022-08-03,20220803,2022-08-27,798000,10.79,487,21,1035000,4,Approved,24.74,2.89,4.41,3.45,6.97,3,4.02,False,False,North,Auto Loan,20220803,2022-08-03,2022,3,8,August,31,2,Wednesday,False,False,False
APP00179,OFF022,LT04,2024-10-11,20241011,2024-11-25,2619000,13.8,688,36,869000,0,Rejected,45.95,6.26,7.88,7.06,10.72,6.95,7.08,False,False,North,Business Loan,20241011,2024-10-11,2024,4,10,October,41,4,Friday,False,False,False
APP00180,OFF026,LT05,2022-03-17,20220317,2022-04-11,635000,8.68,665,31,1071000,2,Rejected,25.58,3.47,4.93,4.07,5.77,3.59,3.75,False,False,South,Education Loan,20220317,2022-03-17,2022,1,3,March,11,3,Thursday,False,False,False
APP00181,OFF021,LT03,2023-10-25,20231025,,134000,10.87,711,27,1660000,2,In Progress,25.66,2.75,5.01,3.47,6.95,3.73,3.75,True,False,East,Auto Loan,20231025,2023-10-25,2023,4,10,October,43,2,Wednesday,False,False,False
APP00182,OFF050,LT04,2024-11-19,20241119,2025-01-03,1971000,15.12,673,23,465000,0,Rejected,45.49,6.36,7.85,6.64,10.18,7.15,7.31,False,False,Central,Business Loan,20241119,2024-11-19,2024,4,11,November,47,1,Tuesday,False,False,False
APP00183,OFF001,LT05,2024-08-04,20240804,2024-09-03,1280000,10.42,850,40,279000,0,Approved,30.56,3.08,5.66,5.19,7.64,4.52,4.47,False,False,North,Education Loan,20240804,2024-08-04,2024,3,8,August,31,6,Sunday,True,False,False
APP00184,OFF013,LT05,2024-01-11,20240111,2024-02-01,919000,8.22,570,48,1966000,0,Approved,21.17,1.93,3.8,3.39,4.88,3.35,3.82,False,False,East,Education Loan,20240111,2024-01-11,2024,1,1,January,2,3,Thursday,False,False,False
APP00185,OFF032,LT04,2022-04-16,20220416,,3973000,13.74,791,28,1217000,3,In Progress,55.86,7.37,9.88,8.36,12.65,9.1,8.5,False,False,West,Business Loan,20220416,2022-04-16,2022,2,4,April,15,5,Saturday,True,False,False
APP00186,OFF036,LT02,2023-08-13,20230813,2023-09-15,5014000,8.79,701,22,1066000,2,Approved,33.72,4.55,5.69,5.31,8.19,4.99,4.99,False,False,West,Home Loan,20230813,2023-08-13,2023,3,8,August,32,6,Sunday,True,False,False
APP00187,OFF045,LT04,2022-09-06,20220906,2022-10-11,637000,15.76,688,36,1618000,1,Approved,35.69,4.82,6.21,5.23,8.33,5.85,5.25,False,False,East,Business Loan,20220906,2022-09-06,2022,3,9,September,36,1,Tuesday,False,False,False
APP00188,OFF041,LT05,2023-05-06,20230506,2023-06-11,1150000,10.85,734,46,986000,2,Approved,36.02,4.42,6.31,5.68,9.1,5.17,5.34,False,False,South,Education Loan,20230506,2023-05-06,2023,2,5,May,18,5,Saturday,True,False,False
APP00189,OFF020,LT05,2022-01-29,20220129,2022-03-14,1530000,8.61,579,35,1739000,1,Approved,44.98,5.56,8.29,7.28,11.3,6.74,5.81,True,False,East,Education Loan,20220129,2022-01-29,2022,1,1,January,4,5,Saturday,True,False,False
APP00190,OFF006,LT02,2022-08-21,20220821,2022-09-26,758000,9.58,756,54,1378000,0,Approved,36.32,4.59,6.48,5.69,8.85,5.37,5.34,False,False,Central,Home Loan,20220821,2022-08-21,2022,3,8,August,33,6,Sunday,True,False,False
APP00191,OFF008,LT02,2024-10-17,20241017,2024-11-20,8765000,8.41,734,53,1727000,1,Approved,34.06,4.31,5.97,5.68,7.69,5.25,5.16,False,False,West,Home Loan,20241017,2024-10-17,2024,4,10,October,42,3,Thursday,False,False,False
APP00192,OFF019,LT05,2023-07-14,20230714,2023-08-14,641000,9.98,542,24,1180000,2,Approved,31.6,3.34,6.04,4.91,7.75,4.39,5.17,False,False,West,Education Loan,20230714,2023-07-14,2023,3,7,July,28,4,Friday,False,False,False
APP00193,OFF031,LT04,2023-05-15,20230515,2023-06-22,878000,13.31,839,37,1879000,3,Withdrawn,38.18,5.11,6.76,5.36,8.76,6.12,6.07,False,False,South,Business Loan,20230515,2023-05-15,2023,2,5,May,20,0,Monday,False,False,False
APP00194,OFF010,LT04,2023-01-26,20230126,2023-03-24,3586000,13.59,630,36,804000,4,Approved,57.69,8.26,10.06,8.81,12.86,8.79,8.91,True,False,East,Business Loan,20230126,2023-01-26,2023,1,1,January,4,3,Thursday,False,False,False
APP00195,OFF033,LT02,2022-05-23,20220523,2022-07-10,8573000,9.86,623,22,1710000,0,Rejected,48.21,6.11,9.14,7.3,11.49,6.98,7.19,False,False,South,Home Loan,20220523,2022-05-23,2022,2,5,May,21,0,Monday,False,False,False
APP00196,OFF027,LT03,2024-11-05,20241105,,1070000,9.16,683,43,1493000,3,In Progress,31.07,3.62,5.28,4.36,8.56,4.64,4.61,False,False,West,Auto Loan,20241105,2024-11-05,2024,4,11,November,45,1,Tuesday,False,False,False
APP00197,OFF001,LT03,2023-09-04,20230904,2023-09-25,310000,11.02,628,48,1229000,3,Withdrawn,21.14,1.62,4.41,3.03,5.64,3.38,3.06,False,False,North,Auto Loan,20230904,2023-09-04,2023,3,9,September,36,0,Monday,False,False,False
APP00198,OFF038,LT04,2022-11-01,20221101,2022-12-16,4535000,14.86,571,35,1519000,1,Approved,45.03,6.2,8.03,7.1,9.78,7.18,6.74,False,False,East,Business Loan,20221101,2022-11-01,2022,4,11,November,44,1,Tuesday,False,False,False
APP00199,OFF031,LT03,2023-11-12,20231112,2023-12-02,149000,11.83,790,48,558000,1,Withdrawn,20.23,2.03,3.44,2.74,6.08,3.03,2.91,False,False,South,Auto Loan,20231112,2023-11-12,2023,4,11,November,45,6,Sunday,True,False,False
APP00200,OFF035,LT04,2024-07-21,20240721,2024-08-23,3767000,13.54,619,63,404000,1,Approved,33.46,4.74,5.71,4.91,7.7,5.19,5.21,False,False,North,Business Loan,20240721,2024-07-21,2024,3,7,July,29,6,Sunday,True,False,False
APP00201,OFF013,LT02,2024-02-24,20240224,2024-03-20,7392000,8.31,755,63,1287000,0,Rejected,25.68,2.9,4.71,3.77,6.33,4.19,3.78,False,False,East,Home Loan,20240224,2024-02-24,2024,1,2,February,8,5,Saturday,True,False,False
